Sample Name,062618QPJ1,062618QPJ2,062618QPJ3,062618QPJ4,062618QPJ5,062618QPJ6,062618QPJ7,062618QPJ8,062618QPJ9,062618QPJ10,062618QPJ11,062618QPJ12,062618QPJ13,062618QPJ14,062618QPJ15,062618QPJ16,062618QPJ17,062618QPJ18,062618QPJ19,062618QPJ20,062618QPJ21,062618QPJ22,062618QPJ23,062618QPJ24,062618QPJ25
asparagine,37027022.4,36643613.08,34417499.46,33068375.64,36723228.19,27483607.45,26111810.3,28804156.25,27634351.34,26987323.03,25731431.04,25272272.15,27584402.41,26397394.45,25988824.95,32230146.38,24888342.52,28837242.71,24608796.71,24506634.34,25848744.38,25634291.45,26069428.38,21474179.97,23088166.61
aspartate,7849558.244,10812042.64,9413081.811,11269666.97,11618421.74,6079420.32,6376370.07,4392149.257,3849448.96,4862449.783,5703563.737,5013156.426,5073313.006,5353082.861,3543095.233,3152623.164,5050444.964,5675441.456,4763818.742,3382735.914,3508470.514,3950666.928,4653532.911,6378903.435,4967191.3
adenine,3612527.454,3681105.676,4155088.887,3301892.246,3615874.784,2751324.656,3904327.362,3947187.853,6803147.247,3785132.522,2106898.392,2594535.109,2023202.261,4149039.913,2968727.651,1868842.648,1494870.337,1589226.389,4986416.88,1837974.726,2524450.325,2076807.25,1518925.834,1522731.287,2310879.104
Methylcysteine,3612527.454,3681105.676,4155088.887,3301892.246,3615874.784,2751324.656,3904327.362,3947187.853,6803147.247,3785132.522,2106898.392,2594535.109,2023202.261,4149039.913,2968727.651,1868842.648,1494870.337,1589226.389,4986416.88,1837974.726,2524450.325,2076807.25,1518925.834,1522731.287,2310879.104
homocysteine,57688.91801,36584.6465,57032.71319,57592.79041,54328.79824,32342.91291,17855.80243,21540.02199,11999.75706,13665.95011,35084.01373,18004.29238,20185.9489,27028.42869,17178.29115,21658.06117,27649.00739,15713.01525,20760.13758,12051.26976,9259.969286,18742.58914,12628.52911,31213.15432,10783.2558
methylnicotinamide,7081.823866,12170.8012,8122.959487,8014.768819,N/A,15187.43521,10096.08416,N/A,12022.16842,7254.761715,N/A,N/A,N/A,N/A,10075.88931,9294.137743,9139.322534,11539.95239,N/A,7895.615619,10577.42115,N/A,N/A,6230.550205,13425.82193
histidinol,3376.708799,N/A,N/A,N/A,9340.556356,N/A,N/A,N/A,4221.238611,N/A,N/A,N/A,N/A,9266.65321,N/A,4306.283417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
lysine,91657865.76,94238787.47,67516770.18,66332837.91,89092473.73,71058140.49,82922868.68,58344880.91,60425048.94,78038006.24,68949175.56,51295927.33,51337850.53,61453586.04,41825405.47,33213455.4,38752276.19,35042199.25,53078661.58,37551749.29,26433614.68,28921097.95,28178981.68,27279339.29,30851741.45
glutamine,127097578.7,129076582.1,137390989.6,116769883.2,128236035.1,152157187.3,148782075.1,155836296.6,148362485.3,145722413.3,153775673.3,150600744.1,156234979.7,164645293.7,162387154.2,161317505.3,146751981.1,153638705.1,147786877.4,142434627.6,155171592.1,145795959.8,150113787.7,159772780.5,148168208.6
O-acetyl-L-serine,5020.265716,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4078.024414,N/A,N/A,4178.708804,5663.841791,N/A,N/A,N/A,10095.63128,N/A,N/A,N/A
glutamate,65000813.38,68719635.45,74542306.15,67208839.9,68438308.93,93906522.3,86338409.64,78593660.26,73175706.15,74859801.82,82707002.37,84911569.99,86309560.18,92772015.3,82566495.33,72604912.24,76144446.63,79023808.03,79922890.83,72945222.08,61895901.65,72679438.69,73379084.84,74430615.89,88244591.68
methionine,13602114.39,12740978.75,8904839.7,10470575.94,12094830.48,3321518.56,3539233.88,4506748.532,6709705.215,3710358.407,2449244.918,2691012.027,3607214.807,4180564.553,5340740.967,3589328.893,2091629.873,2539601.868,3243228.911,2507665.642,3854993.479,2503650.318,2302186.93,2377372.433,4105956.924
guanine,550090.7756,512973.0917,452409.6658,522377.5855,542112.469,207017.6241,250405.8359,262161.6668,276410.2828,235402.9109,215352.0238,204826.5063,159725.7451,183883.6379,250716.5334,150030.6958,111953.8783,102191.6257,143156.0754,126228.8548,241210.0758,140644.3065,148441.2057,127824.1116,174428.8179
histidine,188006016.1,192337101.8,200021188.4,195402548.2,188122880.2,214486600.7,199366149.3,213800807.7,201642254.1,194387191.9,199650037.1,198973608,195436418.5,196162295.5,199848703.2,198482197.4,198531439.4,196814180.3,192158906.7,185122511.9,187658153.2,190711432.4,186211762.2,193782502.3,189206353.7
2-Aminooctanoic acid,18383.87626,10125.59945,14547.07424,11617.18066,8873.291325,16964.72336,19442.50341,8600.158563,22030.56908,11702.5781,13005.74756,6311.676724,19559.82935,8497.977375,13597.95203,11459.49797,7579.04314,18046.80772,18048.98791,16425.48127,22388.89848,6081.037564,12711.24464,13243.50161,7204.93817
carnitine,30561494.36,28388495.75,31912695.3,32327473.61,32934940.57,38580308.95,42260036.76,33539441.28,30336069.53,36026521.86,40233711.77,41163699.99,39270889.17,45008039.75,35651183.38,37646681.9,46264095.73,45544072.5,42421151.09,39833876.59,37864844.03,48802544.86,50757872.62,35608913.46,49310855.84
Methionine sulfoxide,99533604.69,90852087.86,80568632.21,79773019.08,87503521.8,90177140.52,100963158.4,77586080.37,79014572.92,92790574.27,93257936.03,83588279.5,82026174.88,81323852.84,76326625.57,75152901.79,89981592.74,77943888.64,84802242.77,75598265.41,74122983.9,75051273.75,79495991.83,69266879.95,82424272.65
phenylalanine,79760438.49,83217733.5,66987491.14,72408759.72,90479063.29,8729707.815,13538869.84,17317393.61,35638353.7,18226524.54,7909022.73,9307679.82,8753361.25,22113708.1,21161870.03,10784763.76,5302356.568,8201557.16,13200608.75,6345555.11,11623577.61,5243892.707,5253427.678,7140443.951,11045195.22
Pyridoxamine,N/A,5885.002829,4217.917179,7622.548547,N/A,N/A,9363.064115,N/A,N/A,N/A,3381.773266,N/A,N/A,6775.132692,N/A,3379.338467,N/A,4170.823146,2517.63142,8469.860114,5772.810476,2581.206371,5071.260809,8480.400504,N/A
pyridoxine,8196.850416,13425.77725,18155.5877,N/A,5869.730272,6732.338329,12668.88047,N/A,N/A,N/A,N/A,5012.773695,N/A,4141.0955,2504.197377,5063.828321,N/A,N/A,5026.156386,13064.63722,4131.845921,4982.851919,5819.397039,11877.36274,N/A
1-Methyl-Histidine,2796703.58,3729135.908,2877993.552,3018448.398,3024691.034,3397369.967,3455348.085,3204299.787,3312712.938,3307175.349,4837115.58,3349937.681,4420134.4,3658861.424,3353528.898,4560158.009,4632182.322,4422604.484,3796549.432,3475289.602,4260859.432,4491599.628,3890489.648,3891955.088,4451367.964
N-acetyl-L-ornithine,6936.897306,N/A,5374.614818,N/A,N/A,4710.717812,7071.577913,N/A,N/A,N/A,11454.69753,7524.419943,N/A,8161.719175,5801.304097,6911.270419,N/A,N/A,N/A,8781.378921,N/A,N/A,N/A,13985.09151,N/A
arginine,151667534.2,179097031.3,156516432.2,147783644.7,157666288.4,140420815.2,108920990.5,142492270.4,152777408.8,135431558.8,116660856.6,106018428,133089888.7,146086676.9,162187139.2,139258887.3,112619715.9,120719912.9,117313301.9,106178729.2,143018173.2,138854220.5,136088128,132148048.3,118388763.9
citrulline,440851.1198,437910.1018,388816.5946,368265.2804,274794.2595,333588.0704,379757.128,323674.4898,271122.3313,216216.6639,201160.9092,198410.8768,185251.3476,271486.5844,164915.1752,209860.6367,226714.6953,250081.3809,317821.8288,207524.7858,184909.6774,376738.1838,334968.5031,298554.846,226684.9073
N-carbamoyl-L-aspartate,116561.6679,134243.6565,81802.5807,87347.01773,115264.3121,78581.53393,96279.09441,106419.7575,89505.34141,77700.14895,82764.94541,95639.46106,91248.84267,108103.7632,124974.5217,97043.04403,131458.9748,87075.64226,53296.37947,97947.71902,108973.7536,90372.54471,137692.9358,71788.13473,110269.0321
glucosamine,66585.09419,120491.7245,205740.1027,108420.214,148220.5556,48826.36412,50971.15851,36541.00809,52353.05545,37733.00201,70103.62791,86239.20185,30144.10571,106478.9781,75496.41533,72897.5396,109111.6006,66988.22692,71058.11834,123545.5695,97857.14468,234487.5577,100167.5832,102727.404,101393.9698
tyrosine,14705831.36,13210267.7,14285630.27,12171192.06,15058963.05,8043314.954,12624841.54,12885104.87,26616389.25,14101865.75,6160334.045,5659348.671,6007613.713,16151689.51,11139857.92,6402827.485,4479476.825,5171412.917,17897146.92,3725757.131,8338548.051,5926805.482,4234466.975,5629335.091,7581816.693
Phosphorylcholine,459837649.3,441628043.2,350074063.7,360263278.9,393331923,457945854.5,455253103.5,389430346.7,316356517.2,411305590.7,445597972.6,459322555.8,424320544.6,446117103.9,342613898.1,422338060.2,466287577.7,414713982,435508533.1,439193054.6,442225375.9,453990991.4,411198244.2,426380019.9,449628488.2
3-phospho-serine,868571.3912,733802.6664,763869.5882,735677.1771,1014268.407,1375794.298,1309794.712,880874.7608,476546.9121,842572.5191,1680421.112,1412353.236,1194150.428,1426340.341,976590.5622,1191984.711,2106492.51,1875187.592,1938520.418,1629797.965,1756264.669,2508029.413,2119262.161,2241567.048,2011518.181
N6-Acetyl-L-lysine,36778719.13,34144532.13,26987975.08,30954767.56,33116048.65,18596920.26,19381860.69,20045364.76,23491808.21,14983871.02,13788811.62,13359771.65,14477997.58,20722728.01,13832624.73,10289117.48,10185630.58,8469121.212,10702617.39,6729435.784,7917983.024,7250649.872,7898624.473,7080837.596,7951222.263
Acetyllysine,33853948.03,31894333.06,26051974.12,22968066.11,31112652.13,13487496.55,13258620.83,16279669.34,21688503.77,14041775.36,15497953.76,11266260.62,12375717.13,18080474.9,11524448.55,8813054.225,7236669.503,7084100.008,8875864.865,5426612.95,6614976.636,7310457.969,6747952.416,6145484.274,7234875.974
N-acetyl-glutamine,155349.5225,177141.1714,207245.5636,214407.7986,330915.3714,350742.7619,429519.988,459200.3581,396745.396,365228.0559,299135.431,218591.6018,269269.9315,352056.059,294710.5779,234573.0012,205783.2493,219669.5118,282946.5995,235292.774,290842.7048,161306.6172,295312.8282,169227.0054,198335.0935
N-acetyl-glutamate,193780.7518,285641.4359,291801.8111,153815.1621,211211.0272,253805.4112,177735.91,292789.0713,269133.9407,287345.7911,209286.0458,129758.7332,192530.2271,264058.4749,158334.0035,121048.6502,93928.54734,199237.8435,129643.9482,142161.6587,91165.56833,172567.4827,147508.5416,166951.7621,121948.8813
"Ng,NG-dimethyl-L-arginine",8354116.404,8421594.475,8261107.557,9255615.81,7208622.538,3231322.734,3413920.576,3514196.448,3766472.48,3378234.256,5408827.474,5848389.08,5888657.085,6366747.581,3283992.591,5347155.344,5014688.394,4685566.885,3710985.195,3837813.698,4167134.718,3995598.188,4483572.928,3781852.617,5425711.495
Acetylcarnitine DL,52527141.91,59657088.26,70731640.94,64276958.6,60960693.6,72376490.48,69682982.2,86227196.96,93548712.36,86416443.83,59565885.76,68486597.97,70935119.67,66463220.02,90236702.53,108905593.9,56831434.44,76586745.77,64956540.49,76775468.61,71445284.26,61969190.21,52328010.87,71631442.47,63534417.47
tryptophan,18089025.49,17824975.27,20449938.2,14907356.17,18444790.78,5491947.656,7103129.867,10419515.14,10082089.41,8017773.978,5138809.534,6433192.154,6465834.573,7517578.892,10112918.64,5064679.849,4841757.397,3427796.748,5687933.89,4119689.898,5815039.61,4454340.474,4961075.708,3918817.459,6349386.761
